model,metric_type,score,iteration
rf-tfidf,precision,0.8409090909090909,32
rf-bow,precision,0.8717948717948718,32
lr-tfidf,precision,0.7792207792207793,32
lf-bow,precision,0.7032967032967034,32
nb-tfidf,precision,0.7204301075268817,32
nb-bow,precision,0.7204301075268817,32
knn-tfidf,precision,0.55,32
knn-bow,precision,0.581081081081081,32
svm-tfidf,precision,0.7922077922077922,32
svm-bow,precision,0.8028169014084507,32
t5,recall,0.7619047619047619,32
rf-tfidf,recall,0.3523809523809524,32
rf-bow,recall,0.3238095238095238,32
lr-tfidf,recall,0.5714285714285714,32
lf-bow,recall,0.6095238095238096,32
nb-tfidf,recall,0.638095238095238,32
nb-bow,recall,0.638095238095238,32
knn-tfidf,recall,0.3142857142857143,32
knn-bow,recall,0.4095238095238095,32
svm-tfidf,recall,0.580952380952381,32
svm-bow,recall,0.5428571428571428,32
t5,accuracy,0.812,33
rf-tfidf,accuracy,0.788,33
rf-bow,accuracy,0.756,33
lr-tfidf,accuracy,0.788,33
lf-bow,accuracy,0.78,33
nb-tfidf,accuracy,0.752,33
nb-bow,accuracy,0.752,33
knn-tfidf,accuracy,0.648,33
knn-bow,accuracy,0.7,33
svm-tfidf,accuracy,0.788,33
svm-bow,accuracy,0.804,33
t5,f1,0.7185628742514971,33
rf-tfidf,f1,0.5954198473282443,33
rf-bow,f1,0.5040650406504065,33
lr-tfidf,f1,0.6535947712418302,33
lf-bow,f1,0.6820809248554913,33
nb-tfidf,f1,0.6309523809523809,33
nb-bow,f1,0.6309523809523809,33
knn-tfidf,f1,0.36231884057971014,33
knn-bow,f1,0.5508982035928144,33
svm-tfidf,f1,0.6535947712418302,33
svm-bow,f1,0.6666666666666666,33
t5,precision,0.759493670886076,33
rf-tfidf,precision,0.9069767441860465,33
rf-bow,precision,0.8857142857142857,33
lr-tfidf,precision,0.7692307692307693,33
lf-bow,precision,0.6941176470588235,33
nb-tfidf,precision,0.6625,33
nb-bow,precision,0.6625,33
knn-tfidf,precision,0.5,33
knn-bow,precision,0.5822784810126582,33
svm-tfidf,precision,0.7692307692307693,33
svm-bow,precision,0.8305084745762712,33
t5,recall,0.6818181818181818,33
rf-tfidf,recall,0.4431818181818182,33
rf-bow,recall,0.3522727272727273,33
lr-tfidf,recall,0.5681818181818182,33
lf-bow,recall,0.6704545454545454,33
nb-tfidf,recall,0.6022727272727273,33
nb-bow,recall,0.6022727272727273,33
knn-tfidf,recall,0.2840909090909091,33
knn-bow,recall,0.5227272727272727,33
svm-tfidf,recall,0.5681818181818182,33
svm-bow,recall,0.5568181818181818,33
t5,accuracy,0.804,34
rf-tfidf,accuracy,0.676,34
rf-bow,accuracy,0.672,34
lr-tfidf,accuracy,0.74,34
lf-bow,accuracy,0.736,34
nb-tfidf,accuracy,0.716,34
nb-bow,accuracy,0.716,34
knn-tfidf,accuracy,0.576,34
knn-bow,accuracy,0.664,34
svm-tfidf,accuracy,0.74,34
svm-bow,accuracy,0.744,34
t5,f1,0.7762557077625571,34
rf-tfidf,f1,0.45637583892617445,34
rf-bow,f1,0.4675324675324675,34
lr-tfidf,f1,0.6596858638743456,34
lf-bow,f1,0.6826923076923077,34
nb-tfidf,f1,0.6570048309178744,34
nb-bow,f1,0.6570048309178744,34
knn-tfidf,f1,0.3026315789473685,34
knn-bow,f1,0.5280898876404494,34
svm-tfidf,f1,0.6632124352331606,34
svm-bow,f1,0.6444444444444444,34
t5,precision,0.7727272727272727,34
rf-tfidf,precision,0.85,34
rf-bow,precision,0.8,34
lr-tfidf,precision,0.7682926829268293,34
lf-bow,precision,0.7171717171717171,34
nb-tfidf,precision,0.6938775510204082,34
nb-bow,precision,0.6938775510204082,34
knn-tfidf,precision,0.5348837209302325,34
knn-bow,precision,0.6811594202898551,34
svm-tfidf,precision,0.7619047619047619,34
svm-bow,precision,0.8169014084507042,34
t5,recall,0.7798165137614679,34
rf-tfidf,recall,0.3119266055045872,34
rf-bow,recall,0.3302752293577982,34
lr-tfidf,recall,0.5779816513761468,34
lf-bow,recall,0.6513761467889908,34
nb-tfidf,recall,0.6238532110091743,34
nb-bow,recall,0.6238532110091743,34
knn-tfidf,recall,0.21100917431192662,34
knn-bow,recall,0.43119266055045874,34
svm-tfidf,recall,0.5871559633027523,34
svm-bow,recall,0.5321100917431193,34
t5,accuracy,0.88,35
rf-tfidf,accuracy,0.776,35
rf-bow,accuracy,0.74,35
lr-tfidf,accuracy,0.784,35
lf-bow,accuracy,0.76,35
nb-tfidf,accuracy,0.764,35
nb-bow,accuracy,0.764,35
knn-tfidf,accuracy,0.604,35
knn-bow,accuracy,0.648,35
svm-tfidf,accuracy,0.792,35
svm-bow,accuracy,0.824,35
t5,f1,0.8333333333333334,35
rf-tfidf,f1,0.6,35
rf-bow,f1,0.5255474452554745,35
lr-tfidf,f1,0.686046511627907,35
lf-bow,f1,0.6703296703296703,35
nb-tfidf,f1,0.6666666666666666,35
nb-bow,f1,0.6666666666666666,35
knn-tfidf,f1,0.35294117647058826,35
knn-bow,f1,0.4883720930232558,35
svm-tfidf,f1,0.6976744186046512,35
svm-bow,f1,0.7317073170731707,35
t5,precision,0.872093023255814,35
rf-tfidf,precision,0.9130434782608695,35
rf-bow,precision,0.8372093023255814,35
lr-tfidf,precision,0.7564102564102564,35
lf-bow,precision,0.6931818181818182,35
nb-tfidf,precision,0.7108433734939759,35
nb-bow,precision,0.7108433734939759,35
knn-tfidf,precision,0.4576271186440678,35
knn-bow,precision,0.5384615384615384,35
svm-tfidf,precision,0.7692307692307693,35
svm-bow,precision,0.8571428571428571,35
t5,recall,0.7978723404255319,35
rf-tfidf,recall,0.44680851063829785,35
rf-bow,recall,0.3829787234042553,35
lr-tfidf,recall,0.6276595744680851,35
lf-bow,recall,0.648936170212766,35
nb-tfidf,recall,0.6276595744680851,35
nb-bow,recall,0.6276595744680851,35
knn-tfidf,recall,0.2872340425531915,35
knn-bow,recall,0.44680851063829785,35
svm-tfidf,recall,0.6382978723404256,35
svm-bow,recall,0.6382978723404256,35
t5,accuracy,0.816,36
rf-tfidf,accuracy,0.72,36
rf-bow,accuracy,0.72,36
lr-tfidf,accuracy,0.732,36
lf-bow,accuracy,0.7,36
nb-tfidf,accuracy,0.708,36
nb-bow,accuracy,0.708,36
knn-tfidf,accuracy,0.568,36
knn-bow,accuracy,0.644,36
svm-tfidf,accuracy,0.724,36
svm-bow,accuracy,0.752,36
t5,f1,0.7472527472527473,36
rf-tfidf,f1,0.4776119402985074,36
rf-bow,f1,0.48529411764705876,36
lr-tfidf,f1,0.593939393939394,36
lf-bow,f1,0.5901639344262295,36
nb-tfidf,f1,0.5828571428571427,36
nb-bow,f1,0.5828571428571427,36
knn-tfidf,f1,0.18181818181818182,36
knn-bow,f1,0.5027932960893855,36
svm-tfidf,f1,0.5818181818181818,36
svm-bow,f1,0.617283950617284,36
t5,precision,0.7555555555555555,36
rf-tfidf,precision,0.7619047619047619,36
rf-bow,precision,0.75,36
lr-tfidf,precision,0.6712328767123288,36
lf-bow,precision,0.5934065934065934,36
nb-tfidf,precision,0.6144578313253012,36
nb-bow,precision,0.6144578313253012,36
knn-tfidf,precision,0.3,36
knn-bow,precision,0.5172413793103449,36
svm-tfidf,precision,0.6575342465753424,36
svm-bow,precision,0.7142857142857143,36
t5,recall,0.7391304347826086,36
rf-tfidf,recall,0.34782608695652173,36
rf-bow,recall,0.358695652173913,36
lr-tfidf,recall,0.532608695652174,36
lf-bow,recall,0.5869565217391305,36
nb-tfidf,recall,0.5543478260869565,36
nb-bow,recall,0.5543478260869565,36
knn-tfidf,recall,0.13043478260869565,36
knn-bow,recall,0.4891304347826087,36
svm-tfidf,recall,0.5217391304347826,36
svm-bow,recall,0.5434782608695652,36
t5,accuracy,0.836,37
rf-tfidf,accuracy,0.716,37
rf-bow,accuracy,0.716,37
lr-tfidf,accuracy,0.736,37
lf-bow,accuracy,0.712,37
nb-tfidf,accuracy,0.74,37
nb-bow,accuracy,0.74,37
knn-tfidf,accuracy,0.576,37
knn-bow,accuracy,0.632,37
svm-tfidf,accuracy,0.756,37
svm-bow,accuracy,0.732,37
t5,f1,0.7759562841530054,37
rf-tfidf,f1,0.4817518248175183,37
rf-bow,f1,0.5103448275862068,37
lr-tfidf,f1,0.5975609756097561,37
lf-bow,f1,0.6043956043956044,37
nb-tfidf,f1,0.6198830409356725,37
nb-bow,f1,0.6198830409356725,37
knn-tfidf,f1,0.273972602739726,37
knn-bow,f1,0.4523809523809524,37
svm-tfidf,f1,0.6257668711656441,37
svm-bow,f1,0.578616352201258,37
t5,precision,0.8255813953488372,37
rf-tfidf,precision,0.825,37
rf-bow,precision,0.7708333333333334,37
lr-tfidf,precision,0.7313432835820896,37
lf-bow,precision,0.6470588235294118,37
nb-tfidf,precision,0.7162162162162162,37
nb-bow,precision,0.7162162162162162,37
knn-tfidf,precision,0.40816326530612246,37
knn-bow,precision,0.5352112676056338,37
svm-tfidf,precision,0.7727272727272727,37
svm-bow,precision,0.7419354838709677,37
t5,recall,0.7319587628865979,37
rf-tfidf,recall,0.3402061855670103,37
rf-bow,recall,0.38144329896907214,37
lr-tfidf,recall,0.5051546391752577,37
lf-bow,recall,0.5670103092783505,37
nb-tfidf,recall,0.5463917525773195,37
nb-bow,recall,0.5463917525773195,37
knn-tfidf,recall,0.20618556701030927,37
knn-bow,recall,0.3917525773195876,37
svm-tfidf,recall,0.5257731958762887,37
svm-bow,recall,0.4742268041237113,37
t5,accuracy,0.828,38
rf-tfidf,accuracy,0.696,38
rf-bow,accuracy,0.692,38
lr-tfidf,accuracy,0.752,38
lf-bow,accuracy,0.7,38
nb-tfidf,accuracy,0.708,38
nb-bow,accuracy,0.708,38
knn-tfidf,accuracy,0.6,38
knn-bow,accuracy,0.608,38
svm-tfidf,accuracy,0.768,38
svm-bow,accuracy,0.752,38
t5,f1,0.8054298642533936,38
rf-tfidf,f1,0.5681818181818181,38
rf-bow,f1,0.5497076023391813,38
lr-tfidf,f1,0.6990291262135924,38
lf-bow,f1,0.6636771300448431,38
nb-tfidf,f1,0.669683257918552,38
nb-bow,f1,0.669683257918552,38
knn-tfidf,f1,0.43820224719101125,38
knn-bow,f1,0.4895833333333333,38
svm-tfidf,f1,0.7238095238095239,38
svm-bow,f1,0.6960784313725491,38
t5,precision,0.89,38
rf-tfidf,precision,0.9090909090909091,38
rf-bow,precision,0.94,38
lr-tfidf,precision,0.8470588235294118,38
lf-bow,precision,0.7254901960784313,38
nb-tfidf,precision,0.74,38
nb-bow,precision,0.74,38
knn-tfidf,precision,0.6842105263157895,38
knn-bow,precision,0.6619718309859155,38
svm-tfidf,precision,0.8539325842696629,38
svm-bow,precision,0.8554216867469879,38
t5,recall,0.7355371900826446,38
rf-tfidf,recall,0.4132231404958678,38
rf-bow,recall,0.3884297520661157,38
lr-tfidf,recall,0.5950413223140496,38
lf-bow,recall,0.6115702479338843,38
nb-tfidf,recall,0.6115702479338843,38
nb-bow,recall,0.6115702479338843,38
knn-tfidf,recall,0.32231404958677684,38
knn-bow,recall,0.3884297520661157,38
svm-tfidf,recall,0.628099173553719,38
svm-bow,recall,0.5867768595041323,38
t5,accuracy,0.86,39
rf-tfidf,accuracy,0.764,39
rf-bow,accuracy,0.764,39
lr-tfidf,accuracy,0.768,39
lf-bow,accuracy,0.724,39
nb-tfidf,accuracy,0.748,39
nb-bow,accuracy,0.748,39
knn-tfidf,accuracy,0.568,39
knn-bow,accuracy,0.66,39
svm-tfidf,accuracy,0.756,39
svm-bow,accuracy,0.784,39
t5,f1,0.8108108108108109,39
rf-tfidf,f1,0.5874125874125874,39
rf-bow,f1,0.5874125874125874,39
lr-tfidf,f1,0.6588235294117647,39
lf-bow,f1,0.6387434554973821,39
nb-tfidf,f1,0.6666666666666666,39
nb-bow,f1,0.6666666666666666,39
knn-tfidf,f1,0.21739130434782608,39
knn-bow,f1,0.49101796407185627,39
svm-tfidf,f1,0.6390532544378698,39
svm-bow,f1,0.6746987951807228,39
t5,precision,0.8333333333333334,39
rf-tfidf,precision,0.875,39
rf-bow,precision,0.875,39
lr-tfidf,precision,0.7466666666666667,39
lf-bow,precision,0.6354166666666666,39
nb-tfidf,precision,0.6702127659574468,39
nb-bow,precision,0.6702127659574468,39
knn-tfidf,precision,0.3488372093023256,39
knn-bow,precision,0.5694444444444444,39
svm-tfidf,precision,0.7297297297297297,39
svm-bow,precision,0.7887323943661971,39
t5,recall,0.7894736842105263,39
rf-tfidf,recall,0.4421052631578947,39
rf-bow,recall,0.4421052631578947,39
lr-tfidf,recall,0.5894736842105263,39
lf-bow,recall,0.6421052631578947,39
nb-tfidf,recall,0.6631578947368421,39
nb-bow,recall,0.6631578947368421,39
knn-tfidf,recall,0.15789473684210525,39
knn-bow,recall,0.43157894736842106,39
svm-tfidf,recall,0.5684210526315789,39
svm-bow,recall,0.5894736842105263,39
t5,accuracy,0.784,40
rf-tfidf,accuracy,0.68,40
rf-bow,accuracy,0.672,40
lr-tfidf,accuracy,0.716,40
lf-bow,accuracy,0.708,40
nb-tfidf,accuracy,0.728,40
nb-bow,accuracy,0.728,40
knn-tfidf,accuracy,0.596,40
knn-bow,accuracy,0.664,40
svm-tfidf,accuracy,0.736,40
svm-bow,accuracy,0.72,40
t5,f1,0.73,40
rf-tfidf,f1,0.47368421052631576,40
rf-bow,f1,0.4533333333333333,40
lr-tfidf,f1,0.6077348066298343,40
lf-bow,f1,0.6137566137566136,40
nb-tfidf,f1,0.6599999999999999,40
nb-bow,f1,0.6599999999999999,40
knn-tfidf,f1,0.30344827586206896,40
knn-bow,f1,0.5483870967741935,40
svm-tfidf,f1,0.6373626373626373,40
svm-bow,f1,0.6022727272727272,40
t5,precision,0.7849462365591398,40
rf-tfidf,precision,0.8,40
rf-bow,precision,0.7906976744186046,40
lr-tfidf,precision,0.7432432432432432,40
lf-bow,precision,0.7073170731707317,40
nb-tfidf,precision,0.7096774193548387,40
nb-bow,precision,0.7096774193548387,40
knn-tfidf,precision,0.5789473684210527,40
knn-bow,precision,0.6455696202531646,40
svm-tfidf,precision,0.7733333333333333,40
svm-bow,precision,0.7681159420289855,40
t5,recall,0.6822429906542056,40
rf-tfidf,recall,0.3364485981308411,40
rf-bow,recall,0.3177570093457944,40
lr-tfidf,recall,0.514018691588785,40
lf-bow,recall,0.5420560747663551,40
nb-tfidf,recall,0.616822429906542,40
nb-bow,recall,0.616822429906542,40
knn-tfidf,recall,0.205607476635514,40
knn-bow,recall,0.4766355140186916,40
svm-tfidf,recall,0.5420560747663551,40
svm-bow,recall,0.4953271028037383,40
t5,accuracy,0.792,41
rf-tfidf,accuracy,0.724,41
rf-bow,accuracy,0.708,41
lr-tfidf,accuracy,0.768,41
lf-bow,accuracy,0.724,41
nb-tfidf,accuracy,0.74,41
nb-bow,accuracy,0.74,41
knn-tfidf,accuracy,0.544,41
knn-bow,accuracy,0.64,41
svm-tfidf,accuracy,0.788,41
svm-bow,accuracy,0.78,41
t5,f1,0.7592592592592593,41
rf-tfidf,f1,0.5766871165644172,41
rf-bow,f1,0.5680473372781065,41
lr-tfidf,f1,0.707070707070707,41
lf-bow,f1,0.6600985221674878,41
nb-tfidf,f1,0.6859903381642511,41
nb-bow,f1,0.6859903381642511,41
knn-tfidf,f1,0.3448275862068966,41
knn-bow,f1,0.53125,41
svm-tfidf,f1,0.7336683417085428,41
svm-bow,f1,0.7179487179487181,41
t5,precision,0.7592592592592593,41
rf-tfidf,precision,0.8545454545454545,41
rf-bow,precision,0.7868852459016393,41
lr-tfidf,precision,0.7777777777777778,41
lf-bow,precision,0.7052631578947368,41
nb-tfidf,precision,0.7171717171717171,41
nb-bow,precision,0.7171717171717171,41
knn-tfidf,precision,0.45454545454545453,41
knn-bow,precision,0.6071428571428571,41
svm-tfidf,precision,0.8021978021978022,41
svm-bow,precision,0.8045977011494253,41
t5,recall,0.7592592592592593,41
rf-tfidf,recall,0.4351851851851852,41
rf-bow,recall,0.4444444444444444,41
lr-tfidf,recall,0.6481481481481481,41
lf-bow,recall,0.6203703703703703,41
nb-tfidf,recall,0.6574074074074074,41
nb-bow,recall,0.6574074074074074,41
knn-tfidf,recall,0.2777777777777778,41
knn-bow,recall,0.4722222222222222,41
svm-tfidf,recall,0.6759259259259259,41
svm-bow,recall,0.6481481481481481,41
t5,accuracy,0.808,42
rf-tfidf,accuracy,0.732,42
rf-bow,accuracy,0.728,42
lr-tfidf,accuracy,0.764,42
lf-bow,accuracy,0.76,42
nb-tfidf,accuracy,0.768,42
nb-bow,accuracy,0.768,42
knn-tfidf,accuracy,0.584,42
knn-bow,accuracy,0.688,42
svm-tfidf,accuracy,0.784,42
svm-bow,accuracy,0.748,42
t5,f1,0.7575757575757576,42
rf-tfidf,f1,0.5503355704697986,42
rf-bow,f1,0.5526315789473684,42
lr-tfidf,f1,0.670391061452514,42
lf-bow,f1,0.6875,42
nb-tfidf,f1,0.6914893617021277,42
nb-bow,f1,0.6914893617021277,42
knn-tfidf,f1,0.35000000000000003,42
knn-bow,f1,0.5568181818181818,42
svm-tfidf,f1,0.7000000000000001,42
svm-bow,f1,0.6440677966101694,42
t5,precision,0.8064516129032258,42
rf-tfidf,precision,0.9318181818181818,42
rf-bow,precision,0.8936170212765957,42
lr-tfidf,precision,0.8108108108108109,42
lf-bow,precision,0.7586206896551724,42
nb-tfidf,precision,0.7831325301204819,42
nb-bow,precision,0.7831325301204819,42
knn-tfidf,precision,0.509090909090909,42
knn-bow,precision,0.6901408450704225,42
svm-tfidf,precision,0.84,42
svm-bow,precision,0.7916666666666666,42
t5,recall,0.7142857142857143,42
rf-tfidf,recall,0.3904761904761905,42
rf-bow,recall,0.4,42
lr-tfidf,recall,0.5714285714285714,42
lf-bow,recall,0.6285714285714286,42
nb-tfidf,recall,0.6190476190476191,42
nb-bow,recall,0.6190476190476191,42
knn-tfidf,recall,0.26666666666666666,42
knn-bow,recall,0.4666666666666667,42
svm-tfidf,recall,0.6,42
svm-bow,recall,0.5428571428571428,42
t5,accuracy,0.828,43
rf-tfidf,accuracy,0.756,43
rf-bow,accuracy,0.752,43
lr-tfidf,accuracy,0.78,43
lf-bow,accuracy,0.736,43
nb-tfidf,accuracy,0.768,43
nb-bow,accuracy,0.768,43
knn-tfidf,accuracy,0.608,43
knn-bow,accuracy,0.608,43
svm-tfidf,accuracy,0.784,43
svm-bow,accuracy,0.8,43
t5,f1,0.7700534759358287,43
rf-tfidf,f1,0.5850340136054422,43
rf-bow,f1,0.5694444444444444,43
lr-tfidf,f1,0.6820809248554913,43
lf-bow,f1,0.648936170212766,43
nb-tfidf,f1,0.6777777777777777,43
nb-bow,f1,0.6777777777777777,43
knn-tfidf,f1,0.3287671232876712,43
knn-bow,f1,0.46153846153846156,43
svm-tfidf,f1,0.6896551724137931,43
svm-bow,f1,0.7093023255813953,43
t5,precision,0.8275862068965517,43
rf-tfidf,precision,0.9148936170212766,43
rf-bow,precision,0.9318181818181818,43
lr-tfidf,precision,0.8082191780821918,43
lf-bow,precision,0.6931818181818182,43
nb-tfidf,precision,0.7625,43
nb-bow,precision,0.7625,43
knn-tfidf,precision,0.5217391304347826,43
knn-bow,precision,0.5121951219512195,43
svm-tfidf,precision,0.8108108108108109,43
svm-bow,precision,0.8472222222222222,43
t5,recall,0.72,43
rf-tfidf,recall,0.43,43
rf-bow,recall,0.41,43
lr-tfidf,recall,0.59,43
lf-bow,recall,0.61,43
nb-tfidf,recall,0.61,43
nb-bow,recall,0.61,43
knn-tfidf,recall,0.24,43
knn-bow,recall,0.42,43
svm-tfidf,recall,0.6,43
svm-bow,recall,0.61,43
t5,accuracy,0.84,44
rf-tfidf,accuracy,0.752,44
rf-bow,accuracy,0.736,44
lr-tfidf,accuracy,0.788,44
lf-bow,accuracy,0.752,44
nb-tfidf,accuracy,0.744,44
nb-bow,accuracy,0.744,44
knn-tfidf,accuracy,0.608,44
knn-bow,accuracy,0.66,44
svm-tfidf,accuracy,0.808,44
svm-bow,accuracy,0.808,44
t5,f1,0.8148148148148148,44
rf-tfidf,f1,0.6125,44
rf-bow,f1,0.5769230769230769,44
lr-tfidf,f1,0.7225130890052355,44
lf-bow,f1,0.6990291262135921,44
nb-tfidf,f1,0.6734693877551019,44
nb-bow,f1,0.6734693877551019,44
knn-tfidf,f1,0.3717948717948718,44
knn-bow,f1,0.5454545454545454,44
svm-tfidf,f1,0.7551020408163266,44
svm-bow,f1,0.75,44
t5,precision,0.7927927927927928,44
rf-tfidf,precision,0.8909090909090909,44
rf-bow,precision,0.8823529411764706,44
lr-tfidf,precision,0.8023255813953488,44
lf-bow,precision,0.7128712871287128,44
nb-tfidf,precision,0.7252747252747253,44
nb-bow,precision,0.7252747252747253,44
knn-tfidf,precision,0.5686274509803921,44
knn-bow,precision,0.6219512195121951,44
svm-tfidf,precision,0.8131868131868132,44
svm-bow,precision,0.8275862068965517,44
t5,recall,0.8380952380952381,44
rf-tfidf,recall,0.4666666666666667,44
rf-bow,recall,0.42857142857142855,44
lr-tfidf,recall,0.6571428571428571,44
lf-bow,recall,0.6857142857142857,44
nb-tfidf,recall,0.6285714285714286,44
nb-bow,recall,0.6285714285714286,44
knn-tfidf,recall,0.2761904761904762,44
knn-bow,recall,0.4857142857142857,44
svm-tfidf,recall,0.7047619047619048,44
svm-bow,recall,0.6857142857142857,44
t5,accuracy,0.8,45
rf-tfidf,accuracy,0.688,45
rf-bow,accuracy,0.708,45
lr-tfidf,accuracy,0.756,45
lf-bow,accuracy,0.72,45
nb-tfidf,accuracy,0.704,45
nb-bow,accuracy,0.704,45
knn-tfidf,accuracy,0.628,45
knn-bow,accuracy,0.648,45
svm-tfidf,accuracy,0.752,45
svm-bow,accuracy,0.768,45
t5,f1,0.7572815533980582,45
rf-tfidf,f1,0.48,45
rf-bow,f1,0.5165562913907285,45
lr-tfidf,f1,0.6702702702702701,45
lf-bow,f1,0.6568627450980392,45
nb-tfidf,f1,0.6262626262626263,45
nb-bow,f1,0.6262626262626263,45
knn-tfidf,f1,0.4,45
knn-bow,f1,0.5111111111111111,45
svm-tfidf,f1,0.6666666666666666,45
svm-bow,f1,0.6666666666666667,45
t5,precision,0.75,45
rf-tfidf,precision,0.75,45
rf-bow,precision,0.7959183673469388,45
lr-tfidf,precision,0.7469879518072289,45
lf-bow,precision,0.6568627450980392,45
nb-tfidf,precision,0.6458333333333334,45
nb-bow,precision,0.6458333333333334,45
knn-tfidf,precision,0.5849056603773585,45
knn-bow,precision,0.5897435897435898,45
svm-tfidf,precision,0.7380952380952381,45
svm-bow,precision,0.8055555555555556,45
t5,recall,0.7647058823529411,45
rf-tfidf,recall,0.35294117647058826,45
rf-bow,recall,0.38235294117647056,45
lr-tfidf,recall,0.6078431372549019,45
lf-bow,recall,0.6568627450980392,45
nb-tfidf,recall,0.6078431372549019,45
nb-bow,recall,0.6078431372549019,45
knn-tfidf,recall,0.30392156862745096,45
knn-bow,recall,0.45098039215686275,45
svm-tfidf,recall,0.6078431372549019,45
svm-bow,recall,0.5686274509803921,45
t5,accuracy,0.804,46
rf-tfidf,accuracy,0.704,46
rf-bow,accuracy,0.708,46
lr-tfidf,accuracy,0.756,46
lf-bow,accuracy,0.736,46
nb-tfidf,accuracy,0.716,46
nb-bow,accuracy,0.716,46
knn-tfidf,accuracy,0.648,46
knn-bow,accuracy,0.656,46
svm-tfidf,accuracy,0.76,46
svm-bow,accuracy,0.752,46
t5,f1,0.7487179487179486,46
rf-tfidf,f1,0.5066666666666666,46
rf-bow,f1,0.5034013605442177,46
lr-tfidf,f1,0.659217877094972,46
lf-bow,f1,0.6597938144329897,46
nb-tfidf,f1,0.635897435897436,46
nb-bow,f1,0.635897435897436,46
knn-tfidf,f1,0.42857142857142855,46
knn-bow,f1,0.5113636363636364,46
svm-tfidf,f1,0.6511627906976745,46
svm-bow,f1,0.6477272727272728,46
t5,precision,0.7684210526315789,46
rf-tfidf,precision,0.76,46
rf-bow,precision,0.7872340425531915,46
lr-tfidf,precision,0.7468354430379747,46
lf-bow,precision,0.6808510638297872,46
nb-tfidf,precision,0.6526315789473685,46
nb-bow,precision,0.6526315789473685,46
knn-tfidf,precision,0.6111111111111112,46
knn-bow,precision,0.5921052631578947,46
svm-tfidf,precision,0.7777777777777778,46
svm-bow,precision,0.75,46
t5,recall,0.73,46
rf-tfidf,recall,0.38,46
rf-bow,recall,0.37,46
lr-tfidf,recall,0.59,46
lf-bow,recall,0.64,46
nb-tfidf,recall,0.62,46
nb-bow,recall,0.62,46
knn-tfidf,recall,0.33,46
knn-bow,recall,0.45,46
svm-tfidf,recall,0.56,46
svm-bow,recall,0.57,46
t5,accuracy,0.86,47
rf-tfidf,accuracy,0.732,47
rf-bow,accuracy,0.72,47
lr-tfidf,accuracy,0.788,47
lf-bow,accuracy,0.772,47
nb-tfidf,accuracy,0.796,47
nb-bow,accuracy,0.796,47
knn-tfidf,accuracy,0.596,47
knn-bow,accuracy,0.684,47
svm-tfidf,accuracy,0.816,47
svm-bow,accuracy,0.824,47
t5,f1,0.8205128205128205,47
rf-tfidf,f1,0.5442176870748299,47
rf-bow,f1,0.5205479452054794,47
lr-tfidf,f1,0.7071823204419889,47
lf-bow,f1,0.6984126984126984,47
nb-tfidf,f1,0.7357512953367875,47
nb-bow,f1,0.7357512953367875,47
knn-tfidf,f1,0.27338129496402874,47
knn-bow,f1,0.56353591160221,47
svm-tfidf,f1,0.7415730337078651,47
svm-bow,f1,0.7471264367816093,47
t5,precision,0.8602150537634409,47
rf-tfidf,precision,0.8888888888888888,47
rf-bow,precision,0.8636363636363636,47
lr-tfidf,precision,0.810126582278481,47
lf-bow,precision,0.7586206896551724,47
nb-tfidf,precision,0.7802197802197802,47
nb-bow,precision,0.7802197802197802,47
knn-tfidf,precision,0.5135135135135135,47
knn-bow,precision,0.6455696202531646,47
svm-tfidf,precision,0.868421052631579,47
svm-bow,precision,0.9027777777777778,47
t5,recall,0.7843137254901961,47
rf-tfidf,recall,0.39215686274509803,47
rf-bow,recall,0.37254901960784315,47
lr-tfidf,recall,0.6274509803921569,47
lf-bow,recall,0.6470588235294118,47
nb-tfidf,recall,0.696078431372549,47
nb-bow,recall,0.696078431372549,47
knn-tfidf,recall,0.18627450980392157,47
knn-bow,recall,0.5,47
svm-tfidf,recall,0.6470588235294118,47
svm-bow,recall,0.6372549019607843,47
t5,accuracy,0.796,48
rf-tfidf,accuracy,0.716,48
rf-bow,accuracy,0.716,48
lr-tfidf,accuracy,0.748,48
lf-bow,accuracy,0.732,48
nb-tfidf,accuracy,0.74,48
nb-bow,accuracy,0.74,48
knn-tfidf,accuracy,0.636,48
knn-bow,accuracy,0.64,48
svm-tfidf,accuracy,0.748,48
svm-bow,accuracy,0.728,48
t5,f1,0.7411167512690355,48
rf-tfidf,f1,0.5359477124183006,48
rf-bow,f1,0.5234899328859062,48
lr-tfidf,f1,0.6519337016574585,48
lf-bow,f1,0.6564102564102564,48
nb-tfidf,f1,0.656084656084656,48
nb-bow,f1,0.656084656084656,48
knn-tfidf,f1,0.36363636363636365,48
knn-bow,f1,0.521276595744681,48
svm-tfidf,f1,0.6519337016574585,48
svm-bow,f1,0.6136363636363636,48
t5,precision,0.7934782608695652,48
rf-tfidf,precision,0.8541666666666666,48
rf-bow,precision,0.8863636363636364,48
lr-tfidf,precision,0.7763157894736842,48
lf-bow,precision,0.7111111111111111,48
nb-tfidf,precision,0.7380952380952381,48
nb-bow,precision,0.7380952380952381,48
knn-tfidf,precision,0.6842105263157895,48
knn-bow,precision,0.5903614457831325,48
svm-tfidf,precision,0.7763157894736842,48
svm-bow,precision,0.7605633802816901,48
t5,recall,0.6952380952380952,48
rf-tfidf,recall,0.3904761904761905,48
rf-bow,recall,0.37142857142857144,48
lr-tfidf,recall,0.5619047619047619,48
