model,metric_type,score,iteration
nb-tfidf,f1,0.6395348837209301,81
nb-bow,f1,0.6395348837209301,81
knn-tfidf,f1,0.35460992907801414,81
knn-bow,f1,0.5056179775280899,81
svm-tfidf,f1,0.6936416184971098,81
svm-bow,f1,0.6049382716049383,81
t5,precision,0.8255813953488372,81
rf-tfidf,precision,0.875,81
rf-bow,precision,0.8333333333333334,81
lr-tfidf,precision,0.7681159420289855,81
lf-bow,precision,0.675,81
nb-tfidf,precision,0.7432432432432432,81
nb-bow,precision,0.7432432432432432,81
knn-tfidf,precision,0.5813953488372093,81
knn-bow,precision,0.5625,81
svm-tfidf,precision,0.8,81
svm-bow,precision,0.765625,81
t5,recall,0.7244897959183674,81
rf-tfidf,recall,0.35714285714285715,81
rf-bow,recall,0.40816326530612246,81
lr-tfidf,recall,0.5408163265306123,81
lf-bow,recall,0.5510204081632653,81
nb-tfidf,recall,0.5612244897959183,81
nb-bow,recall,0.5612244897959183,81
knn-tfidf,recall,0.25510204081632654,81
knn-bow,recall,0.45918367346938777,81
svm-tfidf,recall,0.6122448979591837,81
svm-bow,recall,0.5,81
t5,accuracy,0.832,82
rf-tfidf,accuracy,0.752,82
rf-bow,accuracy,0.744,82
lr-tfidf,accuracy,0.78,82
lf-bow,accuracy,0.724,82
nb-tfidf,accuracy,0.764,82
nb-bow,accuracy,0.764,82
knn-tfidf,accuracy,0.6,82
knn-bow,accuracy,0.68,82
svm-tfidf,accuracy,0.788,82
svm-bow,accuracy,0.78,82
t5,f1,0.78125,82
rf-tfidf,f1,0.5753424657534247,82
rf-bow,f1,0.5362318840579711,82
lr-tfidf,f1,0.6961325966850829,82
lf-bow,f1,0.6424870466321243,82
nb-tfidf,f1,0.6844919786096256,82
nb-bow,f1,0.6844919786096256,82
knn-tfidf,f1,0.35897435897435903,82
knn-bow,f1,0.5555555555555556,82
svm-tfidf,f1,0.707182320441989,82
svm-bow,f1,0.6892655367231637,82
t5,precision,0.78125,82
rf-tfidf,precision,0.84,82
rf-bow,precision,0.8809523809523809,82
lr-tfidf,precision,0.7411764705882353,82
lf-bow,precision,0.6391752577319587,82
nb-tfidf,precision,0.7032967032967034,82
nb-bow,precision,0.7032967032967034,82
knn-tfidf,precision,0.4666666666666667,82
knn-bow,precision,0.5952380952380952,82
svm-tfidf,precision,0.7529411764705882,82
svm-bow,precision,0.7530864197530864,82
t5,recall,0.78125,82
rf-tfidf,recall,0.4375,82
rf-bow,recall,0.3854166666666667,82
lr-tfidf,recall,0.65625,82
lf-bow,recall,0.6458333333333334,82
nb-tfidf,recall,0.6666666666666666,82
nb-bow,recall,0.6666666666666666,82
knn-tfidf,recall,0.2916666666666667,82
knn-bow,recall,0.5208333333333334,82
svm-tfidf,recall,0.6666666666666666,82
svm-bow,recall,0.6354166666666666,82
t5,accuracy,0.784,83
rf-tfidf,accuracy,0.688,83
rf-bow,accuracy,0.676,83
lr-tfidf,accuracy,0.732,83
lf-bow,accuracy,0.672,83
nb-tfidf,accuracy,0.744,83
nb-bow,accuracy,0.744,83
knn-tfidf,accuracy,0.596,83
knn-bow,accuracy,0.608,83
svm-tfidf,accuracy,0.744,83
svm-bow,accuracy,0.744,83
t5,f1,0.7127659574468085,83
rf-tfidf,f1,0.40909090909090906,83
rf-bow,f1,0.3816793893129771,83
lr-tfidf,f1,0.6035502958579881,83
lf-bow,f1,0.5340909090909092,83
nb-tfidf,f1,0.6404494382022472,83
nb-bow,f1,0.6404494382022472,83
knn-tfidf,f1,0.28368794326241137,83
knn-bow,f1,0.41666666666666663,83
svm-tfidf,f1,0.6279069767441859,83
svm-bow,f1,0.6097560975609756,83
t5,precision,0.7444444444444445,83
rf-tfidf,precision,0.7941176470588235,83
rf-bow,precision,0.7575757575757576,83
lr-tfidf,precision,0.7183098591549296,83
lf-bow,precision,0.6025641025641025,83
nb-tfidf,precision,0.7125,83
nb-bow,precision,0.7125,83
knn-tfidf,precision,0.46511627906976744,83
knn-bow,precision,0.5,83
svm-tfidf,precision,0.7297297297297297,83
svm-bow,precision,0.7575757575757576,83
t5,recall,0.6836734693877551,83
rf-tfidf,recall,0.2755102040816326,83
rf-bow,recall,0.25510204081632654,83
lr-tfidf,recall,0.5204081632653061,83
lf-bow,recall,0.47959183673469385,83
nb-tfidf,recall,0.5816326530612245,83
nb-bow,recall,0.5816326530612245,83
knn-tfidf,recall,0.20408163265306123,83
knn-bow,recall,0.35714285714285715,83
svm-tfidf,recall,0.5510204081632653,83
svm-bow,recall,0.5102040816326531,83
t5,accuracy,0.8,84
rf-tfidf,accuracy,0.728,84
rf-bow,accuracy,0.716,84
lr-tfidf,accuracy,0.748,84
lf-bow,accuracy,0.708,84
nb-tfidf,accuracy,0.684,84
nb-bow,accuracy,0.684,84
knn-tfidf,accuracy,0.592,84
knn-bow,accuracy,0.652,84
svm-tfidf,accuracy,0.752,84
svm-bow,accuracy,0.764,84
t5,f1,0.75,84
rf-tfidf,f1,0.5466666666666666,84
rf-bow,f1,0.5298013245033113,84
lr-tfidf,f1,0.6557377049180328,84
lf-bow,f1,0.6294416243654823,84
nb-tfidf,f1,0.6030150753768844,84
nb-bow,f1,0.6030150753768844,84
knn-tfidf,f1,0.3013698630136986,84
knn-bow,f1,0.5347593582887701,84
svm-tfidf,f1,0.6593406593406592,84
svm-bow,f1,0.6628571428571429,84
t5,precision,0.7653061224489796,84
rf-tfidf,precision,0.8541666666666666,84
rf-bow,precision,0.8163265306122449,84
lr-tfidf,precision,0.7407407407407407,84
lf-bow,precision,0.6526315789473685,84
nb-tfidf,precision,0.6185567010309279,84
nb-bow,precision,0.6185567010309279,84
knn-tfidf,precision,0.5,84
knn-bow,precision,0.5882352941176471,84
svm-tfidf,precision,0.75,84
svm-bow,precision,0.7945205479452054,84
t5,recall,0.7352941176470589,84
rf-tfidf,recall,0.4019607843137255,84
rf-bow,recall,0.39215686274509803,84
lr-tfidf,recall,0.5882352941176471,84
lf-bow,recall,0.6078431372549019,84
nb-tfidf,recall,0.5882352941176471,84
nb-bow,recall,0.5882352941176471,84
knn-tfidf,recall,0.21568627450980393,84
knn-bow,recall,0.49019607843137253,84
svm-tfidf,recall,0.5882352941176471,84
svm-bow,recall,0.5686274509803921,84
t5,accuracy,0.792,85
rf-tfidf,accuracy,0.716,85
rf-bow,accuracy,0.684,85
lr-tfidf,accuracy,0.732,85
lf-bow,accuracy,0.748,85
nb-tfidf,accuracy,0.708,85
nb-bow,accuracy,0.708,85
knn-tfidf,accuracy,0.596,85
knn-bow,accuracy,0.648,85
svm-tfidf,accuracy,0.74,85
svm-bow,accuracy,0.732,85
t5,f1,0.7263157894736842,85
rf-tfidf,f1,0.5170068027210885,85
rf-bow,f1,0.43165467625899284,85
lr-tfidf,f1,0.6256983240223464,85
lf-bow,f1,0.6557377049180328,85
nb-tfidf,f1,0.6054054054054056,85
nb-bow,f1,0.6054054054054056,85
knn-tfidf,f1,0.2937062937062937,85
knn-bow,f1,0.49425287356321834,85
svm-tfidf,f1,0.6285714285714286,85
svm-bow,f1,0.608187134502924,85
t5,precision,0.7666666666666667,85
rf-tfidf,precision,0.8085106382978723,85
rf-bow,precision,0.7692307692307693,85
lr-tfidf,precision,0.7088607594936709,85
lf-bow,precision,0.7228915662650602,85
nb-tfidf,precision,0.6588235294117647,85
nb-bow,precision,0.6588235294117647,85
knn-tfidf,precision,0.4883720930232558,85
knn-bow,precision,0.581081081081081,85
svm-tfidf,precision,0.7333333333333333,85
svm-bow,precision,0.7323943661971831,85
t5,recall,0.69,85
rf-tfidf,recall,0.38,85
rf-bow,recall,0.3,85
lr-tfidf,recall,0.56,85
lf-bow,recall,0.6,85
nb-tfidf,recall,0.56,85
nb-bow,recall,0.56,85
knn-tfidf,recall,0.21,85
knn-bow,recall,0.43,85
svm-tfidf,recall,0.55,85
svm-bow,recall,0.52,85
t5,accuracy,0.84,86
rf-tfidf,accuracy,0.744,86
rf-bow,accuracy,0.756,86
lr-tfidf,accuracy,0.764,86
lf-bow,accuracy,0.716,86
nb-tfidf,accuracy,0.756,86
nb-bow,accuracy,0.756,86
knn-tfidf,accuracy,0.628,86
knn-bow,accuracy,0.652,86
svm-tfidf,accuracy,0.76,86
svm-bow,accuracy,0.76,86
t5,f1,0.7727272727272727,86
rf-tfidf,f1,0.4754098360655737,86
rf-bow,f1,0.512,86
lr-tfidf,f1,0.628930817610063,86
lf-bow,f1,0.5847953216374269,86
nb-tfidf,f1,0.6257668711656442,86
nb-bow,f1,0.6257668711656442,86
knn-tfidf,f1,0.2900763358778626,86
knn-bow,f1,0.47904191616766467,86
svm-tfidf,f1,0.6341463414634146,86
svm-bow,f1,0.6052631578947367,86
t5,precision,0.7472527472527473,86
rf-tfidf,precision,0.7837837837837838,86
rf-bow,precision,0.8,86
lr-tfidf,precision,0.6756756756756757,86
lf-bow,precision,0.5813953488372093,86
nb-tfidf,precision,0.6538461538461539,86
nb-bow,precision,0.6538461538461539,86
knn-tfidf,precision,0.41304347826086957,86
knn-bow,precision,0.4878048780487805,86
svm-tfidf,precision,0.6582278481012658,86
svm-bow,precision,0.6865671641791045,86
t5,recall,0.8,86
rf-tfidf,recall,0.3411764705882353,86
rf-bow,recall,0.3764705882352941,86
lr-tfidf,recall,0.5882352941176471,86
lf-bow,recall,0.5882352941176471,86
nb-tfidf,recall,0.6,86
nb-bow,recall,0.6,86
knn-tfidf,recall,0.2235294117647059,86
knn-bow,recall,0.47058823529411764,86
svm-tfidf,recall,0.611764705882353,86
svm-bow,recall,0.5411764705882353,86
t5,accuracy,0.836,87
rf-tfidf,accuracy,0.728,87
rf-bow,accuracy,0.72,87
lr-tfidf,accuracy,0.748,87
lf-bow,accuracy,0.756,87
nb-tfidf,accuracy,0.756,87
nb-bow,accuracy,0.756,87
knn-tfidf,accuracy,0.608,87
knn-bow,accuracy,0.648,87
svm-tfidf,accuracy,0.772,87
svm-bow,accuracy,0.768,87
t5,f1,0.7897435897435897,87
rf-tfidf,f1,0.5526315789473684,87
rf-bow,f1,0.5333333333333333,87
lr-tfidf,f1,0.6557377049180327,87
lf-bow,f1,0.6871794871794872,87
nb-tfidf,f1,0.6871794871794872,87
nb-bow,f1,0.6871794871794872,87
knn-tfidf,f1,0.40243902439024387,87
knn-bow,f1,0.5,87
svm-tfidf,f1,0.6815642458100559,87
svm-bow,f1,0.6741573033707865,87
t5,precision,0.8555555555555555,87
rf-tfidf,precision,0.8936170212765957,87
rf-bow,precision,0.8888888888888888,87
lr-tfidf,precision,0.7692307692307693,87
lf-bow,precision,0.7444444444444445,87
nb-tfidf,precision,0.7444444444444445,87
nb-bow,precision,0.7444444444444445,87
knn-tfidf,precision,0.559322033898305,87
knn-bow,precision,0.6197183098591549,87
svm-tfidf,precision,0.8243243243243243,87
svm-bow,precision,0.821917808219178,87
t5,recall,0.7333333333333333,87
rf-tfidf,recall,0.4,87
rf-bow,recall,0.38095238095238093,87
lr-tfidf,recall,0.5714285714285714,87
lf-bow,recall,0.638095238095238,87
nb-tfidf,recall,0.638095238095238,87
nb-bow,recall,0.638095238095238,87
knn-tfidf,recall,0.3142857142857143,87
knn-bow,recall,0.41904761904761906,87
svm-tfidf,recall,0.580952380952381,87
svm-bow,recall,0.5714285714285714,87
t5,accuracy,0.816,88
rf-tfidf,accuracy,0.712,88
rf-bow,accuracy,0.716,88
lr-tfidf,accuracy,0.752,88
lf-bow,accuracy,0.704,88
nb-tfidf,accuracy,0.72,88
nb-bow,accuracy,0.72,88
knn-tfidf,accuracy,0.584,88
knn-bow,accuracy,0.628,88
svm-tfidf,accuracy,0.76,88
svm-bow,accuracy,0.772,88
t5,f1,0.7766990291262137,88
rf-tfidf,f1,0.5263157894736843,88
rf-bow,f1,0.5298013245033113,88
lr-tfidf,f1,0.6702127659574468,88
lf-bow,f1,0.6336633663366337,88
nb-tfidf,f1,0.6428571428571428,88
nb-bow,f1,0.6428571428571428,88
knn-tfidf,f1,0.3417721518987342,88
knn-bow,f1,0.4804469273743017,88
svm-tfidf,f1,0.6842105263157895,88
svm-bow,f1,0.6815642458100558,88
t5,precision,0.8,88
rf-tfidf,precision,0.8695652173913043,88
rf-bow,precision,0.8888888888888888,88
lr-tfidf,precision,0.7682926829268293,88
lf-bow,precision,0.6666666666666666,88
nb-tfidf,precision,0.7,88
nb-bow,precision,0.7,88
knn-tfidf,precision,0.5192307692307693,88
knn-bow,precision,0.589041095890411,88
svm-tfidf,precision,0.7738095238095238,88
svm-bow,precision,0.8356164383561644,88
t5,recall,0.7547169811320755,88
rf-tfidf,recall,0.37735849056603776,88
rf-bow,recall,0.37735849056603776,88
lr-tfidf,recall,0.5943396226415094,88
lf-bow,recall,0.6037735849056604,88
nb-tfidf,recall,0.5943396226415094,88
nb-bow,recall,0.5943396226415094,88
knn-tfidf,recall,0.25471698113207547,88
knn-bow,recall,0.4056603773584906,88
svm-tfidf,recall,0.6132075471698113,88
svm-bow,recall,0.5754716981132075,88
t5,accuracy,0.856,89
rf-tfidf,accuracy,0.74,89
rf-bow,accuracy,0.72,89
lr-tfidf,accuracy,0.784,89
lf-bow,accuracy,0.752,89
nb-tfidf,accuracy,0.752,89
nb-bow,accuracy,0.752,89
knn-tfidf,accuracy,0.632,89
knn-bow,accuracy,0.628,89
svm-tfidf,accuracy,0.796,89
svm-bow,accuracy,0.768,89
t5,f1,0.8021978021978021,89
rf-tfidf,f1,0.5112781954887218,89
rf-bow,f1,0.47761194029850756,89
lr-tfidf,f1,0.6625,89
lf-bow,f1,0.6593406593406593,89
nb-tfidf,f1,0.6436781609195402,89
nb-bow,f1,0.6436781609195402,89
knn-tfidf,f1,0.3333333333333333,89
knn-bow,f1,0.41509433962264153,89
svm-tfidf,f1,0.679245283018868,89
svm-bow,f1,0.6375,89
t5,precision,0.8202247191011236,89
rf-tfidf,precision,0.85,89
rf-bow,precision,0.7804878048780488,89
lr-tfidf,precision,0.7910447761194029,89
lf-bow,precision,0.6741573033707865,89
nb-tfidf,precision,0.691358024691358,89
nb-bow,precision,0.691358024691358,89
knn-tfidf,precision,0.5111111111111111,89
knn-bow,precision,0.5,89
svm-tfidf,precision,0.8181818181818182,89
svm-bow,precision,0.7611940298507462,89
t5,recall,0.7849462365591398,89
rf-tfidf,recall,0.3655913978494624,89
rf-bow,recall,0.34408602150537637,89
lr-tfidf,recall,0.5698924731182796,89
lf-bow,recall,0.6451612903225806,89
nb-tfidf,recall,0.6021505376344086,89
nb-bow,recall,0.6021505376344086,89
knn-tfidf,recall,0.24731182795698925,89
knn-bow,recall,0.3548387096774194,89
svm-tfidf,recall,0.5806451612903226,89
svm-bow,recall,0.5483870967741935,89
t5,accuracy,0.796,90
rf-tfidf,accuracy,0.728,90
rf-bow,accuracy,0.752,90
lr-tfidf,accuracy,0.756,90
lf-bow,accuracy,0.696,90
nb-tfidf,accuracy,0.744,90
nb-bow,accuracy,0.744,90
knn-tfidf,accuracy,0.592,90
knn-bow,accuracy,0.66,90
svm-tfidf,accuracy,0.772,90
svm-bow,accuracy,0.756,90
t5,f1,0.7329842931937173,90
rf-tfidf,f1,0.5277777777777778,90
rf-bow,f1,0.5694444444444445,90
lr-tfidf,f1,0.6473988439306358,90
lf-bow,f1,0.6000000000000001,90
nb-tfidf,f1,0.6666666666666666,90
nb-bow,f1,0.6666666666666666,90
knn-tfidf,f1,0.28169014084507044,90
knn-bow,f1,0.5029239766081871,90
svm-tfidf,f1,0.6705202312138728,90
svm-bow,f1,0.6347305389221557,90
t5,precision,0.7216494845360825,90
rf-tfidf,precision,0.76,90
rf-bow,precision,0.82,90
lr-tfidf,precision,0.7088607594936709,90
lf-bow,precision,0.59375,90
nb-tfidf,precision,0.6530612244897959,90
nb-bow,precision,0.6530612244897959,90
knn-tfidf,precision,0.4166666666666667,90
knn-bow,precision,0.5584415584415584,90
svm-tfidf,precision,0.7341772151898734,90
svm-bow,precision,0.726027397260274,90
t5,recall,0.7446808510638298,90
rf-tfidf,recall,0.40425531914893614,90
rf-bow,recall,0.43617021276595747,90
lr-tfidf,recall,0.5957446808510638,90
lf-bow,recall,0.6063829787234043,90
nb-tfidf,recall,0.6808510638297872,90
nb-bow,recall,0.6808510638297872,90
knn-tfidf,recall,0.2127659574468085,90
knn-bow,recall,0.4574468085106383,90
svm-tfidf,recall,0.6170212765957447,90
svm-bow,recall,0.5638297872340425,90
t5,accuracy,0.788,91
rf-tfidf,accuracy,0.732,91
rf-bow,accuracy,0.7,91
lr-tfidf,accuracy,0.728,91
lf-bow,accuracy,0.712,91
nb-tfidf,accuracy,0.736,91
nb-bow,accuracy,0.736,91
knn-tfidf,accuracy,0.608,91
knn-bow,accuracy,0.632,91
svm-tfidf,accuracy,0.736,91
svm-bow,accuracy,0.716,91
t5,f1,0.7039106145251397,91
rf-tfidf,f1,0.48854961832061067,91
rf-bow,f1,0.4186046511627907,91
lr-tfidf,f1,0.5641025641025641,91
lf-bow,f1,0.595505617977528,91
nb-tfidf,f1,0.5975609756097561,91
nb-bow,f1,0.5975609756097561,91
knn-tfidf,f1,0.2898550724637681,91
knn-bow,f1,0.43902439024390244,91
svm-tfidf,f1,0.5769230769230769,91
svm-bow,f1,0.5419354838709677,91
t5,precision,0.75,91
rf-tfidf,precision,0.8888888888888888,91
rf-bow,precision,0.7941176470588235,91
lr-tfidf,precision,0.7213114754098361,91
lf-bow,precision,0.6385542168674698,91
nb-tfidf,precision,0.7101449275362319,91
nb-bow,precision,0.7101449275362319,91
knn-tfidf,precision,0.46511627906976744,91
knn-bow,precision,0.5217391304347826,91
svm-tfidf,precision,0.7377049180327869,91
svm-bow,precision,0.7,91
t5,recall,0.6631578947368421,91
rf-tfidf,recall,0.3368421052631579,91
rf-bow,recall,0.28421052631578947,91
lr-tfidf,recall,0.4631578947368421,91
lf-bow,recall,0.5578947368421052,91
nb-tfidf,recall,0.5157894736842106,91
nb-bow,recall,0.5157894736842106,91
knn-tfidf,recall,0.21052631578947367,91
knn-bow,recall,0.37894736842105264,91
svm-tfidf,recall,0.47368421052631576,91
svm-bow,recall,0.4421052631578947,91
t5,accuracy,0.812,92
rf-tfidf,accuracy,0.688,92
rf-bow,accuracy,0.68,92
lr-tfidf,accuracy,0.72,92
lf-bow,accuracy,0.696,92
nb-tfidf,accuracy,0.74,92
nb-bow,accuracy,0.74,92
knn-tfidf,accuracy,0.572,92
knn-bow,accuracy,0.624,92
svm-tfidf,accuracy,0.72,92
svm-bow,accuracy,0.704,92
t5,f1,0.7661691542288558,92
rf-tfidf,f1,0.4657534246575343,92
rf-bow,f1,0.4736842105263157,92
lr-tfidf,f1,0.631578947368421,92
lf-bow,f1,0.6237623762376238,92
nb-tfidf,f1,0.6733668341708543,92
nb-bow,f1,0.6733668341708543,92
knn-tfidf,f1,0.27210884353741494,92
knn-bow,f1,0.4125,92
svm-tfidf,f1,0.6354166666666667,92
svm-bow,f1,0.5934065934065933,92
t5,precision,0.7938144329896907,92
rf-tfidf,precision,0.8095238095238095,92
rf-bow,precision,0.75,92
lr-tfidf,precision,0.6976744186046512,92
lf-bow,precision,0.6428571428571429,92
nb-tfidf,precision,0.7052631578947368,92
nb-bow,precision,0.7052631578947368,92
knn-tfidf,precision,0.46511627906976744,92
knn-bow,precision,0.5892857142857143,92
svm-tfidf,precision,0.6931818181818182,92
svm-bow,precision,0.6923076923076923,92
t5,recall,0.7403846153846154,92
rf-tfidf,recall,0.3269230769230769,92
rf-bow,recall,0.34615384615384615,92
lr-tfidf,recall,0.5769230769230769,92
lf-bow,recall,0.6057692307692307,92
nb-tfidf,recall,0.6442307692307693,92
nb-bow,recall,0.6442307692307693,92
knn-tfidf,recall,0.19230769230769232,92
knn-bow,recall,0.3173076923076923,92
svm-tfidf,recall,0.5865384615384616,92
svm-bow,recall,0.5192307692307693,92
t5,accuracy,0.788,93
rf-tfidf,accuracy,0.668,93
rf-bow,accuracy,0.66,93
lr-tfidf,accuracy,0.724,93
lf-bow,accuracy,0.74,93
nb-tfidf,accuracy,0.736,93
nb-bow,accuracy,0.736,93
knn-tfidf,accuracy,0.516,93
knn-bow,accuracy,0.648,93
svm-tfidf,accuracy,0.732,93
svm-bow,accuracy,0.74,93
t5,f1,0.774468085106383,93
rf-tfidf,f1,0.5257142857142858,93
rf-bow,f1,0.4970414201183431,93
lr-tfidf,f1,0.6600985221674877,93
lf-bow,f1,0.6948356807511736,93
nb-tfidf,f1,0.6886792452830188,93
nb-bow,f1,0.6886792452830188,93
knn-tfidf,f1,0.27544910179640714,93
knn-bow,f1,0.5368421052631579,93
svm-tfidf,f1,0.6699507389162562,93
svm-bow,f1,0.6700507614213198,93
t5,precision,0.7711864406779662,93
rf-tfidf,precision,0.7931034482758621,93
rf-bow,precision,0.8076923076923077,93
lr-tfidf,precision,0.7790697674418605,93
lf-bow,precision,0.7708333333333334,93
nb-tfidf,precision,0.7684210526315789,93
nb-bow,precision,0.7684210526315789,93
knn-tfidf,precision,0.46,93
knn-bow,precision,0.6986301369863014,93
svm-tfidf,precision,0.7906976744186046,93
svm-bow,precision,0.825,93
t5,recall,0.7777777777777778,93
rf-tfidf,recall,0.39316239316239315,93
rf-bow,recall,0.358974358974359,93
lr-tfidf,recall,0.5726495726495726,93
lf-bow,recall,0.6324786324786325,93
nb-tfidf,recall,0.6239316239316239,93
nb-bow,recall,0.6239316239316239,93
knn-tfidf,recall,0.19658119658119658,93
knn-bow,recall,0.4358974358974359,93
svm-tfidf,recall,0.5811965811965812,93
svm-bow,recall,0.5641025641025641,93
t5,accuracy,0.856,94
rf-tfidf,accuracy,0.716,94
rf-bow,accuracy,0.724,94
lr-tfidf,accuracy,0.808,94
lf-bow,accuracy,0.764,94
nb-tfidf,accuracy,0.784,94
nb-bow,accuracy,0.784,94
knn-tfidf,accuracy,0.588,94
knn-bow,accuracy,0.672,94
svm-tfidf,accuracy,0.792,94
svm-bow,accuracy,0.792,94
t5,f1,0.8235294117647058,94
rf-tfidf,f1,0.5534591194968553,94
rf-bow,f1,0.5605095541401274,94
lr-tfidf,f1,0.7575757575757576,94
lf-bow,f1,0.7005076142131978,94
nb-tfidf,f1,0.7244897959183672,94
nb-bow,f1,0.7244897959183672,94
knn-tfidf,f1,0.3439490445859873,94
knn-bow,f1,0.5444444444444444,94
svm-tfidf,f1,0.7319587628865978,94
svm-bow,f1,0.723404255319149,94
t5,precision,0.8571428571428571,94
rf-tfidf,precision,0.8301886792452831,94
rf-bow,precision,0.8627450980392157,94
lr-tfidf,precision,0.8152173913043478,94
lf-bow,precision,0.7582417582417582,94
nb-tfidf,precision,0.7888888888888889,94
nb-bow,precision,0.7888888888888889,94
knn-tfidf,precision,0.5294117647058824,94
knn-bow,precision,0.6621621621621622,94
svm-tfidf,precision,0.8068181818181818,94
svm-bow,precision,0.8292682926829268,94
t5,recall,0.7924528301886793,94
rf-tfidf,recall,0.41509433962264153,94
rf-bow,recall,0.41509433962264153,94
lr-tfidf,recall,0.7075471698113207,94
lf-bow,recall,0.6509433962264151,94
nb-tfidf,recall,0.6698113207547169,94
nb-bow,recall,0.6698113207547169,94
knn-tfidf,recall,0.25471698113207547,94
knn-bow,recall,0.46226415094339623,94
svm-tfidf,recall,0.6698113207547169,94
svm-bow,recall,0.6415094339622641,94
t5,accuracy,0.784,95
rf-tfidf,accuracy,0.72,95
rf-bow,accuracy,0.696,95
lr-tfidf,accuracy,0.748,95
lf-bow,accuracy,0.676,95
nb-tfidf,accuracy,0.724,95
nb-bow,accuracy,0.724,95
knn-tfidf,accuracy,0.612,95
knn-bow,accuracy,0.636,95
svm-tfidf,accuracy,0.752,95
svm-bow,accuracy,0.748,95
t5,f1,0.7187499999999999,95
rf-tfidf,f1,0.5,95
rf-bow,f1,0.4411764705882353,95
lr-tfidf,f1,0.6315789473684211,95
lf-bow,f1,0.5524861878453038,95
nb-tfidf,f1,0.6187845303867403,95
nb-bow,f1,0.6187845303867403,95
knn-tfidf,f1,0.24806201550387597,95
knn-bow,f1,0.44848484848484843,95
svm-tfidf,f1,0.6309523809523809,95
svm-bow,f1,0.6134969325153373,95
t5,precision,0.7263157894736842,95
rf-tfidf,precision,0.813953488372093,95
rf-bow,precision,0.7692307692307693,95
lr-tfidf,precision,0.7297297297297297,95
lf-bow,precision,0.5952380952380952,95
nb-tfidf,precision,0.6666666666666666,95
nb-bow,precision,0.6666666666666666,95
knn-tfidf,precision,0.5,95
knn-bow,precision,0.5441176470588235,95
svm-tfidf,precision,0.7464788732394366,95
svm-bow,precision,0.7575757575757576,95
t5,recall,0.711340206185567,95
rf-tfidf,recall,0.36082474226804123,95
rf-bow,recall,0.30927835051546393,95
lr-tfidf,recall,0.5567010309278351,95
lf-bow,recall,0.5154639175257731,95
nb-tfidf,recall,0.5773195876288659,95
nb-bow,recall,0.5773195876288659,95
knn-tfidf,recall,0.16494845360824742,95
knn-bow,recall,0.38144329896907214,95
svm-tfidf,recall,0.5463917525773195,95
svm-bow,recall,0.5154639175257731,95
t5,accuracy,0.732,96
rf-tfidf,accuracy,0.68,96
rf-bow,accuracy,0.656,96
lr-tfidf,accuracy,0.696,96
lf-bow,accuracy,0.68,96
nb-tfidf,accuracy,0.7,96
nb-bow,accuracy,0.7,96
knn-tfidf,accuracy,0.544,96
knn-bow,accuracy,0.648,96
svm-tfidf,accuracy,0.7,96
svm-bow,accuracy,0.708,96
t5,f1,0.6763285024154589,96
rf-tfidf,f1,0.4936708860759494,96
rf-bow,f1,0.4342105263157895,96
lr-tfidf,f1,0.6,96
lf-bow,f1,0.6078431372549019,96
nb-tfidf,f1,0.6305418719211823,96
nb-bow,f1,0.6305418719211823,96
knn-tfidf,f1,0.25974025974025977,96
knn-bow,f1,0.5217391304347827,96
svm-tfidf,f1,0.6073298429319371,96
svm-bow,f1,0.6137566137566137,96
t5,precision,0.7216494845360825,96
rf-tfidf,precision,0.8125,96
rf-bow,precision,0.7857142857142857,96
lr-tfidf,precision,0.7125,96
lf-bow,precision,0.6595744680851063,96
nb-tfidf,precision,0.6881720430107527,96
nb-bow,precision,0.6881720430107527,96
knn-tfidf,precision,0.45454545454545453,96
knn-bow,precision,0.6486486486486487,96
svm-tfidf,precision,0.7160493827160493,96
svm-bow,precision,0.7341772151898734,96
t5,recall,0.6363636363636364,96
rf-tfidf,recall,0.35454545454545455,96
rf-bow,recall,0.3,96
lr-tfidf,recall,0.5181818181818182,96
lf-bow,recall,0.5636363636363636,96
nb-tfidf,recall,0.5818181818181818,96
nb-bow,recall,0.5818181818181818,96
knn-tfidf,recall,0.18181818181818182,96
knn-bow,recall,0.43636363636363634,96
svm-tfidf,recall,0.5272727272727272,96
svm-bow,recall,0.5272727272727272,96
t5,accuracy,0.864,97
rf-tfidf,accuracy,0.728,97
rf-bow,accuracy,0.724,97
lr-tfidf,accuracy,0.78,97
lf-bow,accuracy,0.76,97
nb-tfidf,accuracy,0.752,97
nb-bow,accuracy,0.752,97
knn-tfidf,accuracy,0.632,97
knn-bow,accuracy,0.656,97
svm-tfidf,accuracy,0.772,97
svm-bow,accuracy,0.776,97
t5,f1,0.8111111111111111,97
rf-tfidf,f1,0.4999999999999999,97
rf-bow,f1,0.488888888888889,97
lr-tfidf,f1,0.6666666666666666,97
lf-bow,f1,0.6703296703296703,97
nb-tfidf,f1,0.6555555555555554,97
nb-bow,f1,0.6555555555555554,97
knn-tfidf,f1,0.3611111111111111,97
knn-bow,f1,0.4625,97
svm-tfidf,f1,0.6503067484662576,97
svm-bow,f1,0.6455696202531646,97
t5,precision,0.8795180722891566,97
rf-tfidf,precision,0.8717948717948718,97
rf-bow,precision,0.868421052631579,97
lr-tfidf,precision,0.8088235294117647,97
lf-bow,precision,0.7176470588235294,97
nb-tfidf,precision,0.7108433734939759,97
nb-bow,precision,0.7108433734939759,97
knn-tfidf,precision,0.5531914893617021,97
